CPU_Usage,Memory_Usage,Disk_IO,Network_Latency,Pod_Restarts,Node_Availability,Error_Logs,Issue_Label
59.93428306022466,49.40600794943242,66.0752634756389,45.69730350623213,0,98.29008610285806,14,0
47.23471397657631,48.66464729040365,84.72502684731735,49.020322887790705,4,98.7855683099138,6,0
62.953770762013846,15.108920684249625,70.13094694774286,51.92884635762745,0,99.00877277518815,7,0
80.46059712816052,51.747745207464064,105.52090234730598,78.4058438493854,2,99.07841769795665,6,0
45.31693250553328,78.32072704554362,159.85892657309563,27.58348074539769,3,99.27428371570585,11,0
45.317260861016386,28.14419702308012,61.44789214293977,24.6095902546202,2,98.82583233471901,7,0
81.58425631014782,86.2120662762648,150.0410248884207,87.09859226428927,3,98.2133063410683,12,0
65.34869458305818,72.19437052710845,60.91639638265562,36.120657743561054,2,99.08207327264958,8,0
40.610512281300956,41.644166950724056,57.61863937515579,12.108939392688015,4,98.82114217440424,8,0
60.85120087171929,56.46175906655382,140.92973091716067,35.4461017370039,3,100.0,8,0
40.73164614375075,99.95804519102583,146.09681890038084,40.09841794267997,3,100.0,8,2
40.68540492859486,78.33869533764664,142.57049683813273,96.64888183177294,2,97.62791956456297,9,0
54.839245431320684,60.21959137245369,34.21012958909294,77.74478637130211,1,99.61715454841774,5,0
11.73439510684404,54.057917075975396,76.70245109639745,84.42561849896727,7,99.8177441610899,15,0
15.501643349739346,61.91522676129149,141.14942960016606,74.59920927040358,1,97.65416870413586,14,0
38.754249415180546,47.20591105144241,102.07709202819473,78.38731014845942,0,99.57947281891272,9,0
29.743377593311525,7.381262357024632,46.31535769012679,29.357536202590456,0,99.8959549177663,16,0
56.28494665190548,100.0,122.91589695627209,44.04193533939547,2,98.05035336212141,10,2
31.83951848957578,63.883124979985034,64.25963705042648,20.302540609293533,0,98.76365837687896,10,0
21.75392597329417,69.95368162806344,189.7262424196106,43.685359083889,3,99.18631993582022,10,0
79.31297537843108,58.55230625307728,177.24207312091292,70.52314972804223,1,99.57045806009928,12,0
45.48447399026929,41.6220799818853,130.20487131777836,54.0374985443674,2,98.0115605895524,10,0
51.35056409375848,55.35188797628073,168.05033523848869,89.34442456880885,1,100.0,10,0
21.505036275730866,20.015130945142218,103.23956750616905,15.757526233183427,2,96.9706518699344,8,5
39.11234550949635,100.0,138.27187471875078,65.00715052094719,2,100.0,18,2
52.21845179419732,29.1372000394401,173.88601476510377,12.550915943920458,4,99.55026746778992,13,0
26.980128451553945,34.200842903820515,112.27493408971563,52.82529407520927,1,98.37822848885719,7,0
57.51396036691344,48.99351989033999,87.24064142428581,72.21000267669436,2,99.86440584270709,5,0
37.9872262016239,92.20189312130944,14.768902091144213,43.56492299527342,2,97.95220095639787,14,2
44.166125004134464,60.36272498156635,95.8433237139253,66.53379812260867,3,99.11493605439388,9,0
37.96586775541206,29.096605099238438,141.17115922811558,21.208029955011977,0,99.2385048738086,4,0
87.04556369017875,91.35845901893349,147.28167137838147,0.08930065410851284,3,99.23613481395901,9,2
49.730055505241324,78.27501566963704,125.2182532859205,66.71088867463409,3,98.16028244288465,10,0
28.84578142088199,73.46087393041131,72.93504525188801,102.32030702227198,1,98.50392282764243,11,0
66.45089824206377,77.89335602927102,1.1589215526204697,20.118651794903236,2,99.12674486615082,13,0
25.583127000579555,100.0,75.23924509976325,86.66582540320385,1,98.27325625703342,11,2
54.17727190009511,100.0,84.78275644730243,51.30270226449233,0,99.27145279427661,9,2
10.806597522404488,42.832116424917615,84.35355164049929,9.929254349207717,3,98.38587403177343,8,0
23.43627902203139,100.0,130.9278178488962,16.054840959435126,3,100.0,7,2
53.93722471738247,69.57920474397251,199.28382055074198,50.4735432008195,0,100.0,14,0
64.76933159990821,72.47739540344374,106.17646009205465,37.86613136227689,2,98.70253582534274,6,0
53.42736562379941,17.693229208916783,89.16341054217692,10.612610697252826,2,99.9202587609701,8,0
47.68703435223519,55.7403558652951,87.03890934979538,0.0,5,98.7876954584234,20,0
43.977926088214225,39.67941024158588,106.2192383453857,24.598420162204818,2,98.06356880325866,9,0
20.42956019265145,80.70147037233274,58.58531198258005,55.81427024993355,0,98.57428225944484,5,0
35.60311583210583,86.77701251007012,106.00992793730275,49.80797742190586,0,99.08556974075621,19,0
